name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,title,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage
Joseph Grendys,Grendys,joseph-grendys,joseph-grendys,0,55,poultry,Food and Beverage,M,United States,,1488028803343,IL,Illinois,,,,http://specials-images.forbesimg.com/imageserve/55fb1bb3e4b0ffa7afe4b5c5/416x416.jpg?background=000000&cropX1=68&cropX2=435&cropY1=90&cropY2=457
Karl-Johan Persson,Persson,karl-johan-persson,karl-johan-persson,-62.074,41,H&M,Fashion & Retail,M,Sweden,,1488028803343,,,,,,
Tom Persson,Persson,tom-persson,tom-persson,-62.07,32,H&M,Fashion & Retail,M,Sweden,,1488028803343,,,,,,//specials-images.forbesimg.com/imageserve/d4e25dcb718d51f70610dc7f77137d50/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=213&cropY2=957
Miriam Baumann-Blocher,Baumann-Blocher,miriam-baumann-blocher,miriam-baumann-blocher,-3.723,42,chemicals,Manufacturing,F,Switzerland,,1488028803343,,,,,,
Zhou Chengjian,Zhou,zhou-chengjian,zhou-chengjian,24.208,51,fashion retail,Fashion & Retail,M,China,,1488028803343,,Shanghai,,,,
Lam Kong,Lam,lam-kong,lam-kong,14.679,52,pharmaceuticals,Healthcare,M,China,,1488028803343,,Hong Kong,,,,
Lau Cho Kun,Lau,lau-cho-kun,lau-cho-kun,-1.222,81,"palm oil, real estate",Diversified,M,Malaysia,,1488028803343,,,,,,
Todd Christopher,Christopher,todd-christopher,no-pic,0,54,hair care products,Fashion & Retail,M,United States,,1488028803343,FL,Florida,,,,
Torbjorn Tornqvist,Tornqvist,torbjorn-tornqvist,torbjorn-tornqvist,0,63,oil trading,Energy,M,Sweden,,1488028803343,,,,,,
Koos Bekker,Bekker,koos-bekker,koos-bekker,-12.283,64,"media, investments",Media & Entertainment,M,South Africa,,1488028803343,,,,,,
Mark Stevens,Stevens,mark-stevens,mark-stevens,-0.331,57,venture capital,Finance and Investments,M,United States,,1488028803343,CA,California,,,,//specials-images.forbesimg.com/imageserve/58af5e5b31358e1a35abeede/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=76&cropY2=820
William Young,Young,william-young,no-pic,0,76,plastics,Manufacturing,M,United States,,1488028803343,MI,Michigan,,,,
S. Daniel Abraham,Abraham,s-daniel-abraham,s-daniel-abraham,0,92,Slim-Fast,Food and Beverage,M,United States,"Chairman, S. Daniel Abraham Center for Middle East Peace",1488028803343,FL,Florida,,,,http://specials-images.forbesimg.com/imageserve/55fb07a2e4b0ffa7afe4b3f0/416x416.jpg?background=000000&cropX1=40&cropX2=744&cropY1=68&cropY2=772
Peter Spuhler,Spuhler,peter-spuhler,peter-spuhler,-7.926,57,train cars,Manufacturing,M,Switzerland,,1488028803343,,,,,,
Sybill Storz,Storz,sybill-storz,no-pic-female,0,79,medical devices,Healthcare,F,Germany,,1488028803343,,,,,,
Tony Chen & family,Chen,tony-chen,tony-chen,-80.884,48,eletronics,Technology,M,Taiwan,,1488028803343,,,,,,
Ren Jianhua,Ren,ren-jianhua,ren-jianhua,-56.648,60,kitchen appliances,Manufacturing,M,China,,1488028803343,,Zhejiang,,,,http://specials-images.forbesimg.com/imageserve/562a5a9ee4b0ffa7afe63015/416x416.jpg?background=000000&cropX1=89&cropX2=630&cropY1=132&cropY2=673
Vincent Lo,Lo,vincent-lo,vincent-lo,-0.396,67,real estate,Real Estate,M,Hong Kong,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/5877c4f94bbe6f1f20eacf02/416x416.jpg?background=000000&cropX1=137&cropX2=602&cropY1=184&cropY2=650
Saif Al Ghurair & family,Al Ghurair,saif-al-ghurair,saif-al-ghurair,0,93,diversified,Diversified,M,United Arab Emirates,,1488028803343,,,,,,
Mike Cannon-Brookes,Cannon-Brookes,mike-cannon-brookes,mike-cannon-brookes,-15.995,37,software,Technology,M,Australia,,1488028803343,,,,,,
Scott Farquhar,Farquhar,scott-farquhar,scott-farquhar,-15.995,37,software,Technology,M,Australia,,1488028803343,,,,,,
Tom Morris,Morris,tom-morris,no-pic,0,62,retail,Fashion & Retail,M,United Kingdom,,1488028803343,,,,,,
Leena Tewari,Tewari,leena-tewari,leena-tewari,0,59,pharmaceuticals,Healthcare,F,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/55f955a7e4b0ffa7afe4a259/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=13&cropY2=757
Li Sze Lim,Li,li-sze-lim,li-sze-lim,-13.921,59,real estate,Real Estate,M,Hong Kong,,1488028803343,,,,,,
Kavitark Ram Shriram,Shriram,kavitark-ram-shriram,kavitark-ram-shriram,-0.85,60,"venture capital, Google",Technology,M,United States,"Managing Partner, Sherpalo Ventures",1488028803343,CA,California,,,,http://specials-images.forbesimg.com/imageserve/6fcea96c78b8172fe7299c36e2721a66/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825
Suna Kirac,Kirac,suna-kirac,suna-kirac,-17.395,75,diversified,Diversified,F,Turkey,,1488028803343,,,,,,
Tung Chee Chen,Tung,tung-chee-chen,tung-chee-chen,17.177,75,shipping,Logistics,M,Hong Kong,,1488028803343,,,,,,
Peter Gilgan,Gilgan,peter-gilgan,peter-gilgan,0,66,homebuilding,Construction & Engineering,M,Canada,"Founder, CEO and Chairman, Mattamy Group Corp.",1488028803343,,Ontario,,,,
Willy Michel,Michel,willy-michel,willy-michel,0,70,medical devices,Healthcare,M,Switzerland,,1488028803343,,,,,,
W. Herbert Hunt,Hunt,w-herbert-hunt,w-herbert-hunt,-1.22,87,oil,Energy,M,United States,,1488028803343,TX,Texas,,,,http://specials-images.forbesimg.com/imageserve/8fb2161d3cd11b07d39227faf600d16f/416x416.jpg?background=000000&cropX1=206&cropX2=638&cropY1=13&cropY2=445
Kei Hoi Pang,Kei,kei-hoi-pang,kei-hoi-pang,0,51,real estate,Real Estate,M,China,,1488028803343,,,,,,
Tiong Hiew King,Tiong,tiong-hiew-king,tiong-hiew-king,-2.431,81,"timber, media",Diversified,M,Malaysia,,1488028803343,,,,,,
Phillip Ragon,Ragon,phillip-ragon,phillip-ragon,0,67,health IT,Technology,M,United States,,1488028803343,MA,Massachusetts,,,,http://specials-images.forbesimg.com/imageserve/57e1974ba7ea430a8a1a0ded/416x416.jpg?background=000000&cropX1=3&cropX2=639&cropY1=143&cropY2=780
Robert Toennies,Toennies,robert-toennies,robert-toennies,0,38,meat processing,Food and Beverage,M,Germany,,1488028803343,,,,,,
Li Zhongchu,Li,li-zhongchu,no-pic,0,53,software,Technology,M,China,,1488028803343,,Beijing,,,,
Pierre Chen,Chen,pierre-chen,pierre-chen,13.007,59,"art, electronics",Diversified,M,Taiwan,,1488028803343,,,,,,
Juan Abello,Abello,juan-abello,juan-abello,-0.424,75,investments,Finance and Investments,M,Spain,,1488028803343,,,,,,
Ronald Wanek,Wanek,ronald-wanek,ronald-wanek,0,75,furniture,Manufacturing,M,United States,,1488028803343,FL,Florida,,,,http://specials-images.forbesimg.com/imageserve/57e1906b4bbe6f6781c52f2e/416x416.jpg?background=000000&cropX1=193&cropX2=708&cropY1=274&cropY2=790
Larry Robbins,Robbins,larry-robbins,larry-robbins,0,47,hedge funds,Finance and Investments,M,United States,"Founder, Glenview Capital Management",1488028803343,NJ,New Jersey,,,,http://specials-images.forbesimg.com/imageserve/57e197dc4bbe6f6781c5304b/416x416.jpg?background=000000&cropX1=53&cropX2=660&cropY1=69&cropY2=677
Suhon Lin,Lin,suhon-lin,suhon-lin,0,88,petrochemicals,Manufacturing,M,Taiwan,,1488028803343,,,,,,
Tseng Shin-Yi,Tseng,tseng-shin-yi,tseng-shin-yi,0,89,petrochemicals,Manufacturing,M,Taiwan,,1488028803343,,,,,,
Liao Long-Shing,Liao,liao-long-shing,liao-long-shing,0,64,petrochemicals,Manufacturing,M,Taiwan,,1488028803343,,,,,,
Zhang Guiping & family,Zhang,zhang-guiping,zhang-guiping,4.65,65,real estate,Real Estate,M,China,,1488028803343,,Jiangsu,,,,
Lorenzo Fertitta,Fertitta,lorenzo-fertitta,lorenzo-fertitta,-7.718,48,"casinos, Ultimate Fighting Championship",Sports,M,United States,,1488028803343,NV,Nevada,,,,http://specials-images.forbesimg.com/imageserve/57e19b34a7ea430a8a1a0e21/416x416.jpg?background=000000&cropX1=74&cropX2=688&cropY1=32&cropY2=646
Luigi Rovati & family,Rovati,luigi-rovati,no-pic,-0.433,88,pharmaceuticals,Healthcare,M,Italy,,1488028803343,,,,,,
Mangal Prabhat Lodha,Lodha,mangal-prabhat-lodha,mangal-prabhat-lodha,0,61,real estate,Real Estate,M,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/0ca251e6fe15d8e2d071c859d2cb26bc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=106&cropY2=850
Maritsa Lazari & family,Lazari,maritsa-lazari,no-pic-female,0,72,real estate,Real Estate,F,United Kingdom,,1488028803343,,,,,,
Julia Oetker,Oetker,julia-oetker,julia-oetker,0,38,consumer goods,Fashion & Retail,F,Germany,,1488028803343,,,,,,
Richard Oetker,Oetker,richard-oetker,richard-oetker,0,66,consumer goods,Fashion & Retail,M,Germany,,1488028803343,,,,,,
Rosely Schweizer,Schweizer,rosely-schweizer,rosely-schweizer,0,76,consumer goods,Fashion & Retail,F,Germany,,1488028803343,,,,,,
Mustafa Kucuk,Kucuk,mustafa-kucuk,no-pic,0,53,fashion retail,Fashion & Retail,M,Turkey,,1488028803343,,,,,,
Peter Unger,Unger,peter-unger,no-pic,0,72,auto repair,Automotive,M,Germany,,1488028803343,,,,,,
Kevin Plank,Plank,kevin-plank,kevin-plank,11.228,44,Under Armour,Fashion & Retail,M,United States,"Chairman and CEO, Under Armour",1488028803343,MD,Maryland,,,,http://specials-images.forbesimg.com/imageserve/57e116e7a7ea430a8a1a0933/416x416.jpg?background=000000&cropX1=122&cropX2=744&cropY1=39&cropY2=661
Wong Luen Hei,Wong,wong-luen-hei,wong-luen-hei,24.579,55,home building materials,Manufacturing,M,China,,1488028803343,,Hong Kong,,,,
Yi Zheng,Yi,yi-zheng,no-pic,9.286,46,software,Technology,M,China,,1488028803343,,Beijing,,,,
Zheng Yuewen & family,Zheng,zheng-yuewen,zheng-yuewen,-2.957,55,investments,Diversified,M,China,,1488028803343,,Beijing,,,,
Thomas Straumann,Straumann,thomas-straumann,thomas-straumann,-0.676,53,dental implants,Healthcare,M,Switzerland,,1488028803343,,,,,,
Shin Chang-Jae,Shin,shin-chang-jae,shin-chang-jae,0,63,insurance,Finance and Investments,M,South Korea,Kyobo Life Insurance,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/571a7081a7ea43722d781fcd/416x416.jpg?background=000000&cropX1=82&cropX2=741&cropY1=55&cropY2=714
Lucio and Susan Co,Co,lucio-and-susan-co,lucio-and-susan-co,7.231,62,retail,Fashion & Retail,,Philippines,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/02beeeb0351f979536aa1e6b250c2454/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=156&cropY2=900
Lin Li,Lin,lin-li,no-pic,0.71,53,investments,Finance and Investments,M,China,,1488028803343,,Guangdong,,,,
Theodore Rachmat & family,Rachmat,theodore-rachmat,theodore-rachmat,-5.437,73,diversified,Diversified,M,Indonesia,,1488028803343,,,,,,
Lim Sung-Ki,Lim,lim-sung-ki,lim-sung-ki,66.845,76,pharmaceuticals,Healthcare,M,South Korea,Hanmi Holdings,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/571a6da131358e1869e2a8e2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=56&cropY2=800
Karl Scheufele III & family,Scheufele,karl-scheufele-iii,karl-scheufele-iii,0,78,jewelry,Fashion & Retail,M,Switzerland,,1488028803343,,,,,,
Li Hejun,Li,li-hejun,li-hejun,0,49,renewable energy,Energy,M,China,,1488028803343,,Beijing,,,,
Wang Jiufang,Wang,wang-jiufang,no-pic,31.37,53,real estate,Real Estate,M,China,,1488028803343,,Zhejiang,,,,
Vincent Viola,Viola,vincent-viola,vincent-viola,-40.276,61,electronic trading,Finance and Investments,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e341f24bbe6f24d1f87b34/416x416.jpg?background=000000&cropX1=69&cropX2=744&cropY1=89&cropY2=764
Kerry Stokes,Stokes,kerry-stokes,kerry-stokes,-76.413,76,"media, mining",Diversified,M,Australia,,1488028803343,,,,,,
Wu Guangming,Wu,wu-guangming,wu-guangming,6.886,54,medical equipment,Healthcare,M,China,,1488028803343,,Jiangsu,,,,
Or Wai Sheun,Or,or-wai-sheun,or-wai-sheun,16.067,65,real estate,Real Estate,M,Hong Kong,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/5877c684a7ea431d601ca180/416x416.jpg?background=000000&cropX1=55&cropX2=686&cropY1=334&cropY2=966
Richard Chandler,Chandler,richard-chandler,richard-chandler,0,58,investments,Finance and Investments,M,New Zealand,,1488028803343,,,,,,
Spiro Latsis & family,Latsis,spiro-latsis,spiro-latsis,0.575,70,"banking, shipping",Diversified,M,Greece,,1488028803343,,,,,,
Leslie Alexander,Alexander,leslie-alexander,leslie-alexander,0,73,Houston Rockets,Sports,M,United States,,1488028803343,TX,Texas,,,,http://specials-images.forbesimg.com/imageserve/57e199de4bbe6f6781c53071/416x416.jpg?background=000000&cropX1=110&cropX2=611&cropY1=174&cropY2=675
Zhu Xingliang,Zhu,zhu-xingliang,zhu-xingliang,-8.017,57,construction,Construction & Engineering,M,China,,1488028803343,,Jiangsu,,,,
Sunny Varkey,Varkey,sunny-varkey,sunny-varkey,0,59,education,Service,M,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/cae20d11ff4607d9cc72441fe608c1d5/416x416.jpg?background=000000&cropX1=135&cropX2=652&cropY1=155&cropY2=672
Wang Changtian,Wang,wang-changtian,wang-changtian,12.739,51,"TV, movie production",Media & Entertainment,M,China,,1488028803344,,Beijing,,,,
Vladimir Bogdanov,Bogdanov,vladimir-bogdanov,vladimir-bogdanov,5.728,65,oil,Energy,M,Russia,,1488028803344,,,,,,
Mochtar Riady & family,Riady,mochtar-riady,mochtar-riady,-1.096,87,diversified,Diversified,M,Indonesia,,1488028803344,,,,,,
Stanley Perron,Perron,stanley-perron,stanley-perron,0,94,"property, retail",Real Estate,M,Australia,,1488028803344,,,,,,
Wong Man Li,Wong,wong-man-li,wong-man-li,-21.941,52,furniture,Manufacturing,M,Hong Kong,,1488028803344,,,,,,
Katherine Tanner,Tanner,katherine-tanner,no-pic-female,0,61,Cargill,Food and Beverage,F,United States,,1488028803344,FL,Florida,,,,
Lucy Stitzer,Stitzer,lucy-stitzer,no-pic-female,0,57,Cargill,Food and Beverage,F,United States,,1488028803344,CT,Connecticut,,,,
Sarah MacMillan,MacMillan,sarah-macmillan,no-pic-female,0,63,Cargill,Food and Beverage,F,United States,,1488028803344,CA,California,,,,
Luis Enrique Yarur Rey,Yarur Rey,luis-enrique-yarur-rey,no-pic,-14.932,66,banking,Finance and Investments,M,Chile,,1488028803344,,,,,,
Wei Shaojun,Wei,wei-shaojun,wei-shaojun,0,54,real estate,Real Estate,M,China,,1488028803344,,Hebei,,,,
N.R. Narayana Murthy,Murthy,nr-narayana-murthy,nr-narayana-murthy,0,70,software services,Technology,M,India,,1488028803344,,,,,,http://specials-images.forbesimg.com/imageserve/57d88ce74bbe6f6781c4f0c1/416x416.jpg?background=000000&cropX1=103&cropX2=585&cropY1=26&cropY2=508
Madeleine Olsson Ericksson,Olsson Ericksson,madeleine-olsson-ericksson,madeleine-olsson-ericksson,0,72,diversified,Diversified,F,Sweden,,1488028803344,,,,,,
Othman Benjelloun,Benjelloun,othman-benjelloun,othman-benjelloun,0,84,"banking, insurance",Finance and Investments,M,Morocco,,1488028803344,,,,,,
Patokh Chodiev,Chodiev,patokh-chodiev,patokh-chodiev,0,64,"mining, metals",Metals & Mining,M,Belgium,,1488028803344,,,,,,
Stephen Lansdown,Lansdown,stephen-lansdown,stephen-lansdown,-16.107,64,financial services,Finance and Investments,M,Guernsey,,1488028803344,,,,,,
Julio Bozano,Bozano,julio-bozano,julio-bozano,1.099,81,banking,Finance and Investments,M,Brazil,,1488028803344,,,,,,
Miao Shouliang,Miao,miao-shouliang,miao-shouliang,0,62,real estate,Real Estate,M,China,,1488028803344,,Guangdong,,,,
Mohamed Al Fayed,Al Fayed,mohamed-al-fayed,mohamed-al-fayed,0,88,"retail, investments",Fashion & Retail,M,Egypt,,1488028803344,,,,,,
Mark Coombs,Coombs,mark-coombs,no-pic,-19.626,56,finance,Finance and Investments,M,United Kingdom,,1488028803344,,,,,,
Stephen Rubin,Rubin,stephen-rubin,stephen-rubin,-9.57,79,sports apparel,Fashion & Retail,M,United Kingdom,,1488028803344,,,,,,
Klaus-Peter Schulenberg,Schulenberg,klaus-peter-schulenberg,klaus-peter-schulenberg,-9.444,,ticketing service,Service,M,Germany,,1488028803344,,,,,,
Urs Wietlisbach,Wietlisbach,urs-wietlisbach,urs-wietlisbach,-13.295,55,private equity,Finance and Investments,M,Switzerland,,1488028803344,,,,,,
Marcel Erni,Erni,marcel-erni,no-pic,-13.295,52,private equity,Finance and Investments,M,Switzerland,,1488028803344,,,,,,
Roberto Hernandez Ramirez,Hernandez Ramirez,roberto-hernandez-ramirez,roberto-hernandez-ramirez,-7.405,74,banking,Finance and Investments,M,Mexico,,1488028803344,,,,,,
Syed Mokhtar AlBukhary,AlBukhary,syed-mokhtar-albukhary,syed-mokhtar-albukhary,-7.085,65,"engineering, energy, construction",Diversified,M,Malaysia,,1488028803344,,,,,,
Lin Jianhua & family,Lin,lin-jianhua,lin-jianhua,20.022,54,solar panel components,Manufacturing,M,China,,1488028803344,,Zhejiang,,,,
Thor Bjorgolfsson,Bjorgolfsson,thor-bjorgolfsson,thor-bjorgolfsson,0,49,investments,Diversified,M,Iceland,,1488028803344,,,,,,
Sun Qinghuan,Sun,sun-qinghuan,no-pic,0,43,lighting,Technology,M,China,,1488028803344,,Guangdong,,,,
Patrice Motsepe,Motsepe,patrice-motsepe,patrice-motsepe,-37.677,55,mining,Metals & Mining,M,South Africa,,1488028803344,,,,,,
Richard Yuengling Jr,Yuengling,richard-yuengling-jr,richard-yuengling-jr,0,73,beer,Food and Beverage,M,United States,,1488028803344,PA,Pennsylvania,,,,http://specials-images.forbesimg.com/imageserve/4fca5653e69c4f0f376be0b8e56afb87/416x416.jpg?background=000000&cropX1=274&cropX2=681&cropY1=176&cropY2=584
Louis Bacon,Bacon,louis-bacon,louis-bacon,0,60,hedge funds,Finance and Investments,M,United States,"Founder, Moore Capital Management, LP",1488028803344,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e19c3131358e16c589c175/416x416.jpg?background=000000&cropX1=71&cropX2=622&cropY1=76&cropY2=627
Xiong Xuqiang & family,Xiong,xiong-xuqiang,xiong-xuqiang,1.892,60,real estate,Real Estate,M,Hong Kong,,1488028803344,,Zhejiang,,,,
Manuel Jove,Jove,manuel-jove,manuel-jove,-0.376,75,real estate,Real Estate,M,Spain,,1488028803344,,,,,,
Nicolas Berggruen,Berggruen,nicolas-berggruen,nicolas-berggruen,0.87,55,investments,Finance and Investments,M,United States,,1488028803344,CA,California,,,,http://specials-images.forbesimg.com/imageserve/57e344d04bbe6f24d1f87b3a/416x416.jpg?background=000000&cropX1=27&cropX2=682&cropY1=180&cropY2=836
Linda Pritzker,Pritzker,linda-pritzker,linda-pritzker,0,63,"hotels, investments",Service,F,United States,,1488028803344,MT,Montana,,,,http://specials-images.forbesimg.com/imageserve/28dbf303ade0c2929ed7f04b8da8d7f4/416x416.jpg?background=000000&cropX1=50&cropX2=675&cropY1=24&cropY2=649
Wolfgang Leitner,Leitner,wolfgang-leitner,wolfgang-leitner,-37.612,63,engineering,Construction & Engineering,M,Austria,,1488028803344,,,,,,
Torsten Toeller,Toeller,torsten-toeller,torsten-toeller,0,50,pet food,Fashion & Retail,M,Germany,,1488028803344,,,,,,
T. Denny Sanford,Sanford,t-denny-sanford,t-denny-sanford,0,81,"banking, credit cards",Finance and Investments,M,United States,,1488028803344,SD,South Dakota,,,,http://specials-images.forbesimg.com/imageserve/57e33e9ea7ea430a8a1a1b41/416x416.jpg?background=000000&cropX1=32&cropX2=636&cropY1=76&cropY2=680
Tor Peterson,Peterson,tor-peterson,no-pic,-17.456,52,commodities,Metals & Mining,M,United States,,1488028803344,,,,,,
Nirav Modi,Modi,nirav-modi,nirav-modi,0,46,diamond jewelry,Fashion & Retail,M,India,,1488028803344,,,,,,http://specials-images.forbesimg.com/imageserve/57d88eba31358e16c589902a/416x416.jpg?background=000000&cropX1=200&cropX2=669&cropY1=40&cropY2=509
Reed Hastings,Hastings,reed-hastings,reed-hastings,-3.974,56,Netflix,Media & Entertainment,M,United States,,1488028803344,CA,California,,,,http://specials-images.forbesimg.com/imageserve/5705719be4b0072dbd74377f/416x416.jpg?background=000000&cropX1=158&cropX2=582&cropY1=44&cropY2=468
Yasseen Mansour,Mansour,yasseen-mansour,yasseen-mansour,0,55,diversified,Diversified,M,Egypt,,1488028803344,,,,,,
Wong Kwong Yu & family,Wong,wong-kwong-yu,wong-kwong-yu,43.85,47,retail,Fashion & Retail,M,China,,1488028803344,,Beijing,,,,
Sylvia Stroeher,Stroeher,sylvia-stroeher,no-pic-female,0,61,cosmetics,Fashion & Retail,F,Germany,,1488028803344,,,,,,
Maurice Alter,Alter,maurice-alter,maurice-alter,0,91,real estate,Real Estate,M,Australia,,1488028803344,,,,,,
Lim Oon Kuin,Lim,lim-oon-kuin,no-pic,0,73,oil trading,Energy,M,Singapore,,1488028803344,,,,,,
Kim Beom-Su,Kim,kim-beom-su,kim-beom-su,3.961,50,online services,Technology,M,South Korea,"Chairman, Kakao",1488028803344,,,,,,http://specials-images.forbesimg.com/imageserve/553909a8e4b0bacdbd748d12/416x416.jpg?background=000000&cropX1=42&cropX2=659&cropY1=68&cropY2=685
Matthias Reinhart,Reinhart,matthias-reinhart,matthias-reinhart,4.84,57,finance,Finance and Investments,M,Switzerland,,1488028803344,,,,,,
N. Murray Edwards,Edwards,n-murray-edwards,n-murray-edwards,-34.833,57,oil & gas,Energy,M,Canada,,1488028803344,,,,,,
Zhu Baoguo & family,Zhu,zhu-baoguo,zhu-baoguo,-3.082,54,pharmaceuticals,Healthcare,M,China,,1488028803344,,Guangdong,,,,
